"21","Online Communications Limited","j_kityo@yahoo.com","We are retailers of genuine Computers, Laptops, Smart Phones, CISCO Switches, CISCO Routers, Digital Cameras, Apple Products, Original Sub-hoofers, Radios & Surround Systems, IT Books & Training Manuals
","P.O Box 25503",,,,"+256783001102","Mon - Sat 8:00 am - 8:00 pm",
"22","enjuba Credit","service@enjuba.com",,"Plot 10 Clement Hill Road","http://www.enjubacredit.com","0.321100","32.587484",,,
"24","Nature Friendly Safaris Uganda Ltd","info@naturefriendlysafarisug.com","Nature Friendly Safaris is a private Limited Tour and Travel Company registered under the laws of the Republic of Uganda. The company was set to specifically provide adventure tourism in East Africa with a bias on Gorilla Tracking","Portal Avenue P.O BOX 2051 Kampala","http://www.naturefriendlysafarisug.com","0.313567","32.582948","+256414692461 , +256712123715 , +256704530915","We are Open:
Monday to Friday: 8:00AM - 8:00PM
Saturday : 9:00AM - 8:00PM
Sunday we are Closed.
We are open on all public holidays!","https://www.facebook.com/naturefriendly.safaris"
"25","Dream Holiday Hotel Kijungu",,,,,,,,,
"26","SUMMER TOURS AND TRAVEL LTD","summertourandtravel@gmail.com","Summer Tour &Travel is a full-service travel agency dedicated to providing corporate, leisure  services.  Summer is able to provide a wide range of travel benefits, consulting, tours and Accommodation services to our customers.

Summer Tours and Tr","portal avenue, P.O.Box 28537","http://summertourandtravel.com","0.313549","32.582940","256 414 370 761","monday - friday   9:00 am - 5:00pm
satarday 9:00am - 2:00pm",
"28","ALLIANCE SAFARIS AND TRAVEL","info@alliancesafaris.com",,"portal avenue, P.O.BOX 863","http://www.alliancesafaris.com","0.313777","32.584185","256414599335, 256784948970, 256701426945","from 8:00 am - 5:00pm monday - friday
from 9:00 am - 3:00pm satarday",
"29","Clean Care Ltd","gava.phillip@gmail.com","Clean Care Toledo is a commercial cleaning service dedicated to providing quality cleaning services to businesses, factories and institutions throughout Kampala and Uganda","2334 Kampala","http://cleancare.ug","0.299870","32.533210","+256772636566",,
"31","St. Augustine International University","contact@saiu.ac.ug","St. Augustine International University has attracted and retains a well-qualified, competent, and dedicated faculty & support staff to carry out its vision and mission. ","P.O.Box 26687,  Kampala, Uganda","http://www.saiu.ac.ug","0.259208","32.635456","+256 312 516789",,"https://www.facebook.com/StAugustineIU"
"32","Kamwokya II Development Cooperative Saving and Credit Society Ltd","info@africaone.org","Kamwokya II Development Sacco is a saving and credit institution with the aim of helping low income earners to boost their income level and eradicate poverty","Kampala Central, Kamwokya II Parish, Mawanda Zone,",,"0.340922","32.586516","0772-649179 / 0772-516520 / 0783-338732","8:30 am – 4 pm, Monday to Saturday.",
"33","Africa Treasures | Gorilla trekking | Gorilla Tours","info@africa-treasures.com","Cheap gorilla trekking in bwindi forest Uganda can be organized for 3 days , wheres 1 day gorilla trek is done in Rwanda's Volcano park","P.O.BOX 2633 Kampala, Plot 11 Luwum street","http://www.africa-treasures.com","0.312635","32.578420","+256774161700","working hours
Monday - Saturday
7:30 AM  - 5:30 PM",
"34","Inclusive Holidays Africa","sales@inclusiveholidaysafrica.com","A fast growing Destination Management company with its main office in Nairobi and affiliate offices in major East and Southern Africa cities – Cape Town, South Africa; Nairobi, Kenya; Arusha, Tanzania; Kampala, Uganda; Zanzibar and Ethiopia.","55504","http://www.inclusiveholidaysafrica.com","19.469174","41.608539","+254 (0) 20 444 1487","0800Hrs-1800Hrs Mon - Friday",
"35","Copy Cat Limited","info@copycatgroup.com","The Copy Cat Ltd is an IT company based in Kenya, Uganda, Ethiopia and Tanzania and we specialize in Enterprise Data Networking and IT business solution.","Essar Yu Head Office","http://www.copycatltd.com","-1.258357","36.789436","+254 20 3970000","0730HRS - 1630HRS",
"36","PEARLLAND SAFARIS & TRAVEL LTD.","info@pearlsafaris.com","Pealland Safaris &Travel ltd is a full-service travel agency dedicated to providing corporate, leisure services. Pearlland is able to provide a wide range of travel benefits, consulting, tours and Accommodation services to our customers","kimathi Avenue impala house P.O BOX 26123","http://www.pearlsafarisuganda.com",,,"041-4231644, 070-0382252",,
"37","PEARL OF AFRICA TOURS & TRAVEL LTD.","kelley@pearlofafricatours.com","pearl of Africa Tours & Travel ltd has amassed a big number of years in the tours and travel industry we organize tailor made safaris in east Africa to satisfy the needs of every specific client go on safari with us and you will want more.","kimathi Avenue impala house p.o box 24254  kampala","http://www.pearlofafricatours.com","0.313611","32.581111","041-4340533, 031-2260559, 041-4236255",,
"39","ABACUS AFRICAN VACATIONS","nfo@abacusvacations.com","Abacus African Vacations is one of the premier safari companies in East Africa. Our safaris take you to Uganda, Kenya, Tanzania and Rwanda with tour itineraries built around your needs, interest and time frame. ","P.O Box 34944  Makindye","http://www.abacusvacations.com/","0.276092","32.616441","+256-414 232 657, Hotline +256-772 331 332",,
"40","1000 SHADES OF GREEN","info@gogreensafari.com","1000 Shades of Green is a community conscious tour operating company that operates in East Africa with offices in Kampala, Uganda. We offer tours and safari packages, reality excursions and a variety of other activities.","P.O.Box: 21142 Kampala, Uganda","http://www.gogreensafari.com/","0.313761","32.583107","+256 711788272 ,+256 70435704,+256 414597306",,
"41","AA SAFARIS & TOURS","info@adventureugandasafari.com","Welcome to AA Safaris and Tours Ltd , the top adventure and safari company in Africa! We provide tailor made safaris & tours or expeditions to Africa involving gorilla safaris, visiting primates, sightseeing tours, adventure trails, mount trekking.","P.O, Box 28921 kampala uganda, old kampala Road","http://www.adventureugandasafari.com","0.315756","32.567678","    Mobile: +447951432692 / +256752827492",,
"42","ADRIFT - World-class adventures",,"Adrift is Uganda’s favorite adventure company offering whitewater rafting, bungee/bungy jumping, jet boating and river surfing on the Victorian source of the Nile near Bujagali Falls in Jinja
Adrift has an unparalleled safety record.","P.O. Box 7681 ADRIFT Adventure Co. Plot 14, York T","http://http:/www.adrift..co.ug",,," +256 (0) 772 237 438,  +256-(0) 312 237 438",,
"43","AAB Tours and Travel","info@aabtoursandtravel.com","AAB Tours and Travel is a Travel and Safari Company fully incorporated in Uganda and operating safaris in the entire East Africa. A member of the Association of the Uganda Tours Operators (AUTO).","P.0. Box 37400 Kampala, Plot 23, Suna Road  Zana T","http://www.aabtoursandtravel.com","0.313611","32.581111","+256 755 700 700, +256414201299",,
"44","Advanced Tours & Travel Ltd","advanced@advancedtours.ug","Advanced Tours and Travel Limited is a full-fledged service-oriented organization always on our toes to respond to your specific travel requirements","P.0.Box 806 Jinja, Uganda, East Africa. Plot No 28","http://www.advancedtours.ug","0.429675","33.213053","+256-434-120-457,+256-712-463-474",,
"45","AFRI TOURS & TRAVEL LTD","info@afritourstravel.com","Afri Tours and Travel Ltd opened in 1994 as a Tour Company and has grown to be one of the most respected Safari operators in Uganda","P.O. Box 5187, Kampala, Uganda,1 Kafu Road , Kampa","http://www.afritourstravel.com","0.326083","32.583132","Tel: (+256) (0)41 4233596 Office Mobile: (+256) (0)776 233596",,
"46","ABEAM SAFARIS","info@ugandasafarisafrica.com","We are an indigenous owned Uganda safaris and tour company operating safaris in Uganda, Rwanda tours and African safari holidays in Kenya and Tanzania.","P. O. BOX 27707 Kampala, Uganda Nakawa- Ntinda Roa","http://www.ugandasafarisafrica.com/",,," :+256 716 502 713 / +256 486 660228 Mobile:+256 - 712 413350 / +256 782 33168","Mon -Fri 8:00-5:00  sat 9:00-3:00",
"47","Abercrombie & Kent Tours and Travel Ltd","info@abercrombiekent.co.uk","At Abercrombie & Kent, we strive at every turn to redefine your notion of what is possible on a vacation.","Abercrombie and Kent St Georges House Ambrose Stre","http://www.abercrombiekent.com","51.902456","-2.079542","+256 414201321,  +44 (0)1242 547700.","Mon - Sat 9am - 8pm / Sun 12pm - 6pm 01242 854 087 ",
"48","ABLE SAFARIS LTD","info@ablesafaris.com"," The values of Able Safaris are going extra mile for our clients, flexibility, professionalism, dedication & Customer Care. Because of our quality services, competitive prices and continuous dedication, Able Safaris is established as reliable partner","Plot 79, Bukoto Street, Kamwokya","http://www.ablesafaris.com","0.339590","32.587464","Tel: +256 414 692 535 Mob: (+256) 712 194 515 / (+256) 756 966 901",,
"49","ACACIA SAFARIS","tours@acaciasafari.co.ug","Acacia safari is one of the indigenous Safari Companies in East Africa offering the most thrilling and unforgettable East Africa safari Experience; Our itineraries take you through Uganda, Kenya, Tanzania and Rwanda.","Plot 351 B Balintuma Road P.0 Box 29493. Kampala","http://www.acaciasafari.co.ug","0.313611","32.581111"," +256-414-253597 Tel-2: +256 712 800004",,
"50","Access Africa Safaris","admin@accessafari.org","Access Africa Safaris is a specialist tour operator offering chauffeur-driven, safari equipped Toyota Landcruisers for exclusive use. Each Itinerary is tailored to meet individual requirement. Our qualified and experienced driver/guides are the best.","P.O Box 18840-00500 Nairob  Physical Address Rana ","http://www.accessafricasafaris.com","39.298597","-94.718517","020-651681/2    Cell: 	+254771-250292",,
"51","Africa Runners Co Ltd","info@africarunners.co.ug","Africa Runners offers excellent unbeatable services in the tours and travel industry. Our company is built on commitment, dedication and trust to help us provide services that are favorable to all of our clients.","Plot 79 Bukoto Street, Kamwokya P.O.BOX 27751, Kam","http://www.africarunners.co.ug","0.339590","32.587464","+256 312 250014  +256 312250014 +256-772-400701 ",,
"52","African Adventure Travellers","tours@adventure-travellers.com","African Adventure Travellers is a Ugandan Tour Operator committed to providing highly memorable Safaris which are safe, enjoyable . Our team brings you a life time experience and understanding of operating Real Adventure safaris in Uganda.","African Adventure Travellers Ltd. Twins Motel Buil","http://www.adventure-travellers.com","0.247801","32.558387","+256-414-597 257 / +256-782-118 037, +256 414597257 +256 414597257",,
"53","AFRICAN PEARL SAFARIS","aps@africanpearlsafaris.com","Uganda Safaris by African Pearl Safaris (APS): You have just discovered the one stop source for your Safari in Uganda. We arrange tours that include gorilla safaris, birding, nature/ guided walks, wildlife game viewing, mountaineering and other tours","Kampala Road. P.O.Box 4562, Kampala Uganda,  Plot ","http://www.africanpearlsafaris.com","0.312495","32.588299","+256 (0)414 233566 / +256 (0)312 260975 Mob: +256 772 537 421, +256 774 950 238 Fax: +256 (0)414 342 842 ",,
"54","AFRICAN SAFARI MASTERS","safari_masters@yahoo.co.uk","African Safari Masters is  an Eco- tourism company  locally owned by  Ugandans who started as local village guides. After a long time in the tourism services, the knowledge  and  the accumulated experiences acquired with a good track-record.","P.O Box 27867 Buziga - Munyonyo, Kampala Uganda","http://www.ugandasafarimasters.com","0.250000","32.616667","+256-752-344 667, +256-772-512 612",,
"55","AFRICAN WHITE RHINO (U) LTD","info@afriwhiterhinos.com","we are a fully registered tour company under the ministry of tourism in Uganda and a registered member of Association of Uganda Tour Operators.",". P.O.BOX 843 KAMPALA-UGANDA,Plot 474, Block 4, Bu","http://www.afriwhiterhinos.com","0.313611","32.581111","077 2403766, 075 2403766",,":dan_lule@yahoo.com"
"56","AFRICA'S GREAT EXPLORATION","info@agesafaris.com","We are an indigenous East African safari company based in Kampala specializing in Uganda safaris and tours and with a commitment to conservation and presenting the beauty of Uganda in its various forms.","Commonwealth Building, Ground floor, Postal Addres","http://www.agesafaris.com","0.338416","32.586776","256 (0)414-662300  +256 392 085535 ,+256 776723274.(24/7 line.)",,
"57","Asyanut Safaris & Incentives","info@asyanuttours-safaris.com","ASYANUT SAFARIS TOURS & TRAVEL LIMITED  a full service Safari Planning, packaging and execution company located in Kampala Uganda in Lubowa. Asyanut Safaris is managed by a strong team of well-trained, highly experienced and confident tour and travel","P. O. Box 3456, Kampala, Uganda. E.A. Lubowa Estat","http://www.conference-incentives.com",,,"+256.312.503.065 +256 .712.187.411",,
"58","INDIANHEALTHGURU CONSULTANTS PVT. LTD.","webmaster@indianhealthguru.com","Indian Health Guru Consultants are an expert in the field of ""Health Tourism"" providing consultancy to foreign patients who look for treatment options in India.
","075 Diplomatic Drive Central District Area WUSE","http://www.indianhealthguru.com","18.331314","-100.703446","+91-9371136499","24 Hours",
"59","B & L Safari Centre Ltd","info@blsafaricentre.com","For over 12 years, Business and Leisure (B&L) Safari Center Ltd’s proprietors have been actively involved in Africa Safaris and Air ticketing management and are still counting.","P.O.Box 70257 Plot 26, Bakwanye House, Wampeewo Av","http://www.blsafaricentre.com","0.307257","32.577978",,,
"60","Beyond the Sky Tours & Travel Bureau Ltd","info@beyondtheskytours.com","Beyond the Sky Tours and Travel Bureau (BSTTB), takes pride in providing an intimate and personalized service to you, our esteemed client. Our service is tailored to your personal taste, budget and time"," Metropole House,  8-10 Entebbe Road. P.O Box 3667","http://www.beyondtheskytours.com","0.313611","32.581111","+256 752645005 +256-414 250359/+256-312 108052 +256 414250358",,
"61","Brovad Tours & Travel","info@brovadsafaris.com","With over 15 years experience in the field of tours and travel, Brovad Safaris is a member of Association of Uganda Tour Operators, Tourism Uganda, Africa Tour Operators and so much more. We tailor every safari to suit your needs.","Plot 1 / P.O Box 9174 Colville St, Kampala, Uganda",,"0.313968","32.584380","+256 414 237477 / +256774334655",,
"62","KAZINGA TOURS","mail@kazingatours.com","Kazinga Tours Ltd. is a Ugandan / Tanzanian Tours and Safari Company established to deliver an enriching responsible African holiday experience for their customers, with offices in Uganda, Tanzania, Germany and the Netherlands. Kazinga Tours Ltd.","  P.O. Box 72370 Kampala, Uganda","http://www.kazingatours.com","0.311980","32.539183","+256 77 255 2819 +256 41 427 4457 +256 78 244 6048",,
"63","CHIBA TOURS & TRAVEL","info@chibatours.com","Chiba Tours and Travel is a unique safari company located in the middle of Kampala city – Uganda with intimate knowledge and passion for the country. Our main strength lies in encouraging Ugandans to appreciate the beauty of their motherland.","GARDEN CITY, NEW BASEMENT, YUSUF LULE ROAD  P.O.Bo","http://www.gorillaugandansafari.com",,,"+256 (0)776 827550 +256 (0)312 114601",,
"64","CHURCH HILL TAIRLORED SAFARIS","info@churchillSafaris.com","Churchill Safaris is a leading provider of tailored and group safaris across Uganda and Rwanda. Focusing on individuals, families, and small groups we can cater to any client, providing in-depth product knowledge and personalized service"," Churchill Safaris & Travel Ltd P.O. Box 28170, Ka","http://www.churchillsafaris.com","0.313611","32.581111","+256 414 341815 +256 704 671283 (24-Hour) +256 704 671285 (24-Hour) +256 772 671285 (24-Hour)",,
"65","CLASSIC AFRICA SAFARIS","classic@classicafricasafaris.travel","Classic Africa Safaris was established in 2001 as an inbound safari operator specializing in the provision of Destination Management services in Uganda and Rwanda for Travel Companies situated across the globe.","P.O.Box 524, Entebbe,uganda","http://www.classicafricasafaris.travel.com","0.051159","32.460687","+256 772642185 +256 414320121 +256 414320121",,
"66","CRYSTAL SAFARIS LTD","christine@crystalsafaris.com","Crystal Safaris is a Tours and Travel Company based in Uganda offering tailor made safaris to Uganda, Rwanda, Kenya, Tanzania and Zanzibar with 14 years of experience. Our tailor-made safaris are built around each client's individual needs."," Address: Plot 6 Colville street, Airways House,Gr","http://www.crystalsafaris.com","0.314335","32.583976",,,
"67","CYCADS AFRICAN SAFARIS","info@cycadssafaris.com","Cycads African Safaris is one of East Africa's finest tours and travel companies, specializing in organizing ""off the beaten track"" Safaris in Uganda, Rwanda Kenya and Tanzania at affordable rates personalized to fit our client's needs.","Plot 683 Willis Road , Namirembe  Block 10 Kibuga ","http://www.cycadssafaris.com","0.317109","32.559782",": +256-414-573775 Tel 2+ 256-392-911059 +256-772-507241 (MOBILE)",,
"68","Davide & Francesco East Africa Ltd","davide_francescotours@yahoo.com","Welcome to Davide & Francesco East Africa Tours. We are a safari company specializing in individual tours/safaris in East Africa. The company is run by two young Italians: Francesco and Davide Dal Lago.","P.O. Box 7214 Kampala - Uganda","http://www.davidefrancescotours.com","0.313611","32.581111","+256-752-404524 / +256-772-957850 ",,
"69","Destination Jungle Ltd","d.jungle@safaritoeastafrica.com","Welcome to Destination Jungle, a leading tour operator in Uganda and travel company for your uganda safari, adventures, tours, vacations to Uganda, Rwanda, Burundi, Lake Tanganyika, Eastern Congo, Kenya and Tanzania.","Destination Jungle Ltd. Pan Africa House 5th Floor","http://www.safaritoeastafrica.com","0.318289","32.579437","Telephone: +256 (0) 414 232754 Fax: +256 (0) 414 232749 Mobile: +256 712 385446",,
"70","Discovery Travel Bureau","info@safaridicovery.com","Discovery Travel Bureau is a fully registered tour & travel company in Uganda. It was started in 2011 by a young entrepreneur and a nature loving person and was fully registered by Registrar of companies in 2012.","P.O. BOX 74845 Kampala Ham Towers, Makerere Hill R","http://www.safaridiscovery.com","0.328055","32.570633","Tel: +256 312 517349/ +256 312514754 Mobile:  +256 712 230711",,
"71","Enyange Tours & Travel","enyangelimited@yahoo.com","We specialise in Hotel Room Booking, Resort Booking Service like Budget Hotel/Resort, Cheap Hotel/Resort, Business Hotel/Resort, Economical Hotel/Resort, Luxury Hotel/Resort","P.o Box 358, Masindi. uganda","http://www.tourtravelworld.com","1.683333","31.733333","+256778953372, +256701952770.",,
"72","Equatorial Wild Safaris","allan@equatorialwildsafaris.com","EQUATORIAL WILD SAFARIS- “the gate-way to the heart of wild Africa” has through the accumulated years of experience in tourism and safaris in the entire Great Lakes Region of Africa created and implemented numerous package Safaris that suit you."," P.O Box 582, Kampala, Uganda ","http://www.equatorialwildsafaris.com","0.313611","32.581111","+256(0)312 111 312  +256(0)772 827 310",,
"73","Exclusive Africa Safaris Ltd","info@exclusiveafricansafaris.com","Exclusive African Safaris is a Destination Management Company based in Kampala - Uganda. We offer a unique portfolio of comprehensively selected tailor-made and small group wildlife and special interest tours to all corners of Uganda and east africa.","  P.O.Box 11887,  plot 21 Namugongo Road  Kampala","http://www.exclusiveafricansafaris.com","0.371932","32.649293","+ 256 (0) 414 286 415 : + 256 (0) 772 887 484",,
"74","Gate 1 Tours & Travel Ltd","info@gate1tours.net","For over half a decade Gate 1 Tours and Travel has positioned itself to be Uganda's preferred safari company. We provide affordable safaris in the heart of the Pearl of Africa. Gate 1 Tours and Travel has also built a reputation for providing quality","kampala uganda","http://www.gate1tours.net","0.313611","32.581111","+256 772870750 +256 414258817",,
"75","GeoSafaris LTD","reservations@geolodgesafrica.com","Geo Lodges has created a safari circuit in Uganda that is second to none. With its four lodges, all set in pristine locations, you are assured of a natural experience that will live on. The lodges have been created to put nature first. ","    Room Annex 1, 4th Floor Impala House Kimathi A","http://www.geolodgesafrica.com","0.314062","32.585649","+256 (0)414-258-273.          +256 (0)312-260-758",,
"76","Global Afric Safaris LTD","info@globalafricsafaris.com","We are a Ugandan based Tours and Travel company with exceptional services that will satisfy your stay in Uganda and give you the feel of a real African Safari.","P.O. Box 36419, Pilkington Road, Plot 1, Span Hous","http://www.globalafricsafaris.com","0.313504","32.582602","+256 312106484, '+256 782996126",,
"77","Global Interlink Travel Services","mohit@global-interlink.org","Global Interlink Travel Services Ltd. is based in Kampala, Uganda. We provide safari packages within Uganda, Kenya and Tanzania, as well as beach packages to the East African Coast to both visitors and residents in the region. ",". P.O. Box 21600. # Grand imperial hotel nile aven","http://www.global-interlink.org","0.316113","32.584548"," +256 41 4235233 +256 77 2227722 or +256 78 2842526",,
"78","Go Uganda Safaris (Credit Uganda Safaris)","info@credit-uganda.com","Credit Uganda Tours is run by Miriam Magada, a very experienced tour and safari guide and an expert on Ugandan wildlife, especially the birds Miriam spent 1 year working with Uganda National Parks before spending 3 years with the Uganda Wildlife body","P.O.Box 30788 . Nsambya Babies kampala uganda","http://www.credit-uganda.com","0.298805","32.597595","+256(0)772 663066, 0772 562825 +256 (0)312 281547",,
"79","Gracious Tours & Travel","info@gracioustours.co.ug","Welcome to Gracious tours and travel. We are indeed glad you have come. At Gracious tours and travel we strive to understand our clients’ needs, design high quality interventions and deliver excellent services. It gives us great Pleasure to introduce","freedom city plot 4010 Namasuba Entebbe road, Grou","http://www.gracioustours.co.ug","0.313611","32.581111","0414-580712, 0200-903520, Mobile 0392-843821/+256 706311382",,
"80","Great Lakes Safaris","info@safari-uganda.com","Great Lakes Safaris Limited was founded in 2001 by a young professional entrepreneur, Mr Amos Wekesa. He set up a professional company with the intention to improve the quality of tour operation in Uganda and the Great Lakes region of Africa","P.O. Box 33024 Mutungo Hill, Biina Road Kampala, U","http://www.safari-uganda.com","0.307859","32.651499"," +256 (0) 414 267 153  +256 (0) 772 426 368",,
"81","Hog Safaris","hog@hogsafaris.co.ug","Tourism in Uganda has reached high dimension since its revival 14 years ago. We are glad to introduce to you our unequaled services in the tourism and travel sector. Hog safaris experienced staff will give you the best for your money","P. O. Box 21588 kanjokya street, kampala uganda","http://www.hogsafaris.co.ug","0.341899","32.591234"," +256 75 2997852, +256 75 2656142, +256 77 2487271, +256 31 261693, +256 41 534134",,
"82","Ihamba Lakeside Safari Lodge","info@ihambasafarilodge.com","Ihamba Lakeside Safari Lodge is situated on the shores of Lake George in Queen Elizabeth National Park, Muhokya sub-county, near Kahendero Fishing Village."," P.O.Box 26320 parliament avenue kampala uganda","http://www.ihambasafarilode.com","0.312874","32.585680","+256 312 513 675 +256 789 727 574 +256 705 555 056 +256 752 652 443",,
"83","Insight Safari Holidays","tours@ugandasafari.co.uk","Insight safari Holidays is a tour operator comprising of educated and experienced staff working as a team. Each of our expert staff members is trained to a high standard in their specific departments, so rest assured of quality services.","Plot 19 Bukoto Street,  Kampala Uganda","http://tours@ugandasafari.co.uk","0.341953","32.589961","Office +256392613687 24hrs +256793410510 ",,
"84","Jehovah Tours& Travel",,"Jehovah Tour and Travel is an incorporated company registered in Uganda to carry out tours and travel business worldwide directly or indirectly through associates.",,,,,,,
"85","Jewel Safaris Ltd","info@jewelsafaris.com","Jewel Safaris Uganda provides professionally crafted Uganda safaris, both scheduled and tailor made, gorilla safaris in Rwanda, as well as wildlife adventure holidays in Kenya and Tanzania guided by Mountain Gorilla in Uganda.","KAMPALA, Plot 4, Kimathi Avenue Kampala, Uganda","http://www.jewelsafaris.com/","0.314632","32.582939","+256 772867943 +256 414344577",,
"86","Kabarole Tours",,"Kabarole Tours and Safaris Ltd. is a highly commendable and unique ecotourism organisation and a proud member of The Kabarole Tourism Association and The association of Uganda Tour Operators (AUTO)."," P.O.BOX 845  Plot 1 Molidina street  Fort Portal ",,"0.660000","30.275000"," +256 4834 221 83 +256 774 057 390, +256 712  323 699",,
"87","Kabiza Wilderness Safaris LTD","kabizawildernesssafaris@kabiza.com","At Kibiza wilderness safaris we create a memorable safari for, which is tailored made according to your needs we do this across east africa."," P.O. Box 36902 Sheik Abdu Lubega Rd, Kampala Ugan","http://www.kabiza.com","0.256667","32.623365"," +256-0774785852",,
"88","KJong Safaris Ltd","info@kjongsafarisuganda.com","KJONG UGANDA SAFARIS is one of Uganda's finest safaris and tour companies dedicated to showing you the amazing beauty of Uganda and Rwanda. We are locally based in the heart of Kampala specializing in short excursions, mini Holiday Discoveries.","P.O. Box 40289 bunga kampala uganda","http://www.kjongsafarisuganda.com","0.274085","32.624920","TEL: +256 751 646 578 / +256 312 111 304 ",,
"89","Livingstone African Safaris","info@tours-uganda.com","Livingstone African Safaris is a Uganda-based Tour Company currently operating in Uganda and Rwanda arranging private and group trips and conducting tourist while on Safari around the region.  ","P.O.Box 29023  Plot No.3692 Kabanda Road, Kirinya ","http://www.tours-uganda.com","0.335368","32.667302","+ 256 0312 29 29 47/8, +256 772 459379, +256 752 459379",,
"90","Marabu Tours Ltd","ntulege@gmail.com","Mara bu Tours was mostly created for the budget travelers, for those who want to discover Uganda, but don’t want to pay big money. All our tours are not expensive, adventurous but still comfortable and safe.","P.O Box 40191 Kampala,Uganda","http://www.marabutours.com","0.313611","32.581111","+256772551501,+256 772551501, +256 701205197",,
